LOCATION,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,POPULATION
"Portarlington, Laois",696.46,638.69,566.13,537.61,526.81,525.4,531.87,590.49,670.48,714.22,745.07,23247
"Portlaoise, Laois",730.17,654.86,578.44,563.37,556.8,555.36,578.88,624.35,682.01,746.46,814.9,9538
Limerick City,834.95,777.03,731.45,711.51,698.08,696.42,712.54,747.55,795.82,856.65,983.63,7466
"Castletroy, Limerick",884.24,842.48,820.86,841.71,832.4,833.53,888.85,934.06,1006.81,1063.68,1207.5,83599
"Corbally, Limerick",770.49,732.69,693.73,686.28,667.34,657.21,673.65,698.12,722.3,801.23,860.93,34337
"Dooradoyle, Limerick",861.87,796.33,737.83,720.32,704.3,697.85,720.96,764.3,833.33,901.21,982.53,28142
"Newcastle West, Limerick",621.6,571.85,541.19,530.28,515.4,508.69,516.78,527.25,568.3,597.01,659.43,39629
"Raheen, Limerick",850.95,767.13,698.25,688.67,681.78,670.68,694.1,731.89,797.19,882.57,985.07,22466
"Ballymahon, Longford",592.97,553.48,509.85,463.64,441.45,410.79,415.1,448.02,492.84,533.42,600.62,9636
"Edgeworthstown, Longford",570.16,532.55,451.47,423.43,407.07,398.43,400.01,411.87,454.64,504.85,538.65,5682
Louth,850.94,781.18,713.8,672.82,654.89,651.42,667.02,710.94,798.43,892.78,969.49,17232
"Ardee, Louth",770.58,728.56,677.7,622.79,620.32,620.99,639.88,654.86,698.91,805.13,894.84,19909
"Drogheda, Louth",931.07,832.65,739.92,707.57,690.75,687.84,711.53,778.45,888.53,1005.39,1060.18,11083
"Dundalk, Louth",763,723.63,693.01,653.9,631.08,624.16,638.57,674.12,750.98,829.61,917.93,11505
Mayo,662.77,629.03,590.85,561.1,533.78,516.73,517.22,528.23,545.66,570.89,605.86,19112
"Ballina, Mayo",651.9,626.84,612.84,601.19,582.53,563.25,561.84,568.86,579.29,588.29,608.93,18314
"Ballinrobe, Mayo",624.27,579.98,527.98,507.23,473.06,451.36,460.76,472.58,488.38,509.58,530.26,187761
"Ballyhaunis, Mayo",630.65,577.76,522.86,484.14,471.53,446.36,433.43,440.7,455.29,473.68,479.27,17001
"Claremorris, Mayo",641.33,602.96,553.88,532.1,513.44,491.05,488.92,507.02,542.44,578.48,635.47,23452
"Westport, Mayo",757.18,745.59,709.07,675.98,650.04,626.58,615.84,628.26,652.27,685.41,732.79,52397
Meath,936.39,848.81,761.71,718.68,707.19,712.72,750.24,826.22,926.77,1018.76,1095.28,22952
"Dunboyne, Meath",1248.44,1107.54,980.63,925.96,949.11,966.84,1082.22,1178.04,1268.46,1359.22,1435.36,9846
"Kells, Meath",768.32,690.34,599.87,571.34,577.3,576.96,591.59,634.76,703.01,789.94,842.4,20216
"Stamullen, Meath",1031.13,897.09,774.41,730.52,752.65,758.02,792.14,883.82,1008.28,1100.5,1192.02,10882
"Trim, Meath",843.32,779.99,726.65,701.55,677.09,684.92,707.66,754.22,858.94,1006.38,1072.14,14142
"Carrickmacross, Monaghan",683.65,625.88,584.06,568.36,560.35,546.47,560.26,587.13,606.07,633.97,690.06,7329
"Castleblayney, Monaghan",649.97,615.33,563.24,558.35,528.54,493.03,508.94,531.16,569.06,629.31,649.91,9544
Offaly,717.43,652.86,599.55,570.08,554.86,553.13,565.83,590.16,632.17,669.76,720.89,77716
"Tullamore, Offaly",741.27,670.58,615.61,591.2,575.41,574.94,586.07,619.22,669.52,710.06,780.05,23745
Roscommon,619.16,574.49,528.03,504.62,473.79,463.43,468.42,476.39,496.92,529.64,575.22,4934
"Athlone, Roscommon",737.52,682.82,639.11,612,595.16,587.97,600.92,627.47,657.17,704,782.94,21118
"Ballaghaderreen, Roscommon",569.73,531.49,496.81,477.6,416.84,391.43,356.71,361.8,373.98,407.37,426.67,10060
"Boyle, Roscommon",531.81,499.05,460.67,428.46,421.62,410.77,402.15,409.85,437.92,463.3,489.26,10183
"Castlerea, Roscommon",589.63,555.77,491.94,449.13,411.62,396.48,405.98,416.56,427.39,475.87,509.92,42280
Sligo,675.46,634.75,596.14,587.29,580.82,573.27,578.22,607.96,629.04,656.91,712.3,9704
"Ballinode, Sligo",895.15,920.64,981.95,931.2,941.29,941.9,927.09,931.44,973.61,970.58,1130.2,23103
"Ballymote, Sligo",490.93,468.39,441.8,426.31,422.09,420.46,420.32,433.98,447.44,453.44,520.1,9473
"Tubbercurry, Sligo",488.1,461.06,425.68,398.06,382.25,390.09,395.49,403.91,437.73,479.41,527.18,43309
Tipperary,708.91,660.5,618.4,593.36,579.82,566.02,571.23,586.78,603.63,635.68,669.76,23655
Tipperary Town,666.2,595.22,568.11,544.04,534.2,521.67,522.21,533.31,546.11,565.3,590.95,557
"Cahir, Tipperary",712.85,673.44,627.23,606.57,591.29,567.34,586.34,579.92,588.3,603.74,642.72,11747
"Cashel, Tipperary",716.81,632.13,583.14,571.28,550.79,536.91,541.9,564.03,592.6,635.44,671.8,5325
"Clonmel, Tipperary",764.97,712.98,680.58,651.03,636.73,620.97,632.17,661.76,673.25,714.81,753.53,2221
"Nenagh, Tipperary",709.91,667.91,612.5,577.89,554.38,546.57,551.17,566,588.55,612.18,671.11,2517
"Roscrea, Tipperary",673.3,648,606.78,576.06,570.25,571.31,578.81,593.16,594.63,610.19,628.38,1684
"Thurles, Tipperary",629.22,620.85,595.71,572.6,565.86,542.81,536.9,548.13,574.98,595.28,615.05,1790
Waterford,749.11,709.63,658.75,638.01,625.87,617.9,617.72,633.18,670.09,718.89,777.08,867
Waterford City,779.98,733.74,677.25,662.92,652.22,643.3,653.41,671.07,706.81,762.75,828.06,826
"Cork Road, Waterford",658.77,638.17,580.36,582.69,618.1,625.61,571.32,608.01,687.12,656.57,639.34,392
"Dungarvan, Waterford",735.84,681.73,625.48,599.75,579.78,567.82,568.71,577.2,611.04,662.04,708.78,1230
"Dunmore Road, Waterford",820.9,772.93,710.25,675.61,664.28,658.37,668.84,705.14,748.45,822.19,878.48,1634
"Ferrybank, Waterford",800.96,744.47,690.29,668.64,640.91,621.93,623.84,652.9,698.83,749.36,795.96,675
"Lismore, Waterford",684.5,664.69,643.28,627.72,536.7,558.83,566.51,595.03,622.61,646.01,729.12,866
"Templars Hall, Waterford",782.92,728.52,705.46,775.4,809.21,864.79,878.9,868.08,834.85,887.16,1017.93,1624
"Tramore, Waterford",731.49,688.47,636.46,599.72,581.12,576.68,579.86,595.99,621.26,665.58,730.26,1447
Westmeath,693.87,640.21,596.6,570.36,559.15,554.32,563.18,595.12,647.16,692.98,740.06,12137
"Athlone, Westmeath",709.58,668.1,637.83,606.91,587.49,574.58,580.42,614.22,659.97,702.77,768.23,1133
"Moate, Westmeath",682.05,638.03,567.88,541.4,530.88,507.26,516.75,544.81,601.42,663.24,725.39,5172
"Mullingar, Westmeath",687.41,633.53,590.61,566.99,557.08,552.25,564.23,598.85,649.53,695.53,731.28,1321
Wexford,734.76,689.92,640.78,613.56,594.46,576.7,576.44,595.76,624.86,663.57,715.87,3851
"Clonard, Wexford",773.8,728.57,687.46,664.7,645.79,635.4,622.53,631.9,662.96,693.81,724.14,1651
"Enniscorthy, Wexford",717.76,668.89,610.21,587.34,570.86,544.68,541.26,557.59,583.62,598.58,630.96,675
"Gorey, Wexford",755.54,700.44,641.64,616.96,599.91,578.97,586.01,630.32,674.61,741.16,813.79,976
"Mulgannon, Wexford",792.3,750.08,690.13,654.18,638.12,650.08,653.22,661.29,674.59,713.34,746.88,1564
"New Ross, Wexford",695.6,658.97,620.94,593.7,566.95,559.38,559.15,559.71,578.28,611.73,643.99,618
Wicklow,1145.48,1044.99,952.71,902.53,882.37,886.75,933.26,997.7,1068.64,1174.31,1236.27,946
Wicklow Town,1087.35,990.93,898.34,812.06,800.28,800.17,821.97,902.27,1004.9,1085.82,1115.7,1184
"Arklow, Wicklow",828.7,789.6,743.98,718.09,690.5,671.32,681.49,710.06,756.78,838.47,943.6,532
"Blessington, Wicklow",1095.15,987.68,870.54,812.2,824.88,847.33,918.62,992.61,1058.28,1145.29,1226.17,652
"Bray, Wicklow",1311.37,1190.66,1086.18,1036.2,1032.43,1042.54,1116.08,1220.95,1287.6,1361.42,1398.7,4888
"Delgany, Wicklow",1477.38,1342.08,1185.39,1212.9,1217.82,1237.06,1331.77,1418,1511.79,1664.29,1805.14,2146
"Greystones, Wicklow",1366.25,1246.53,1142.96,1072.26,1081.15,1119.56,1213.46,1276.59,1377.97,1528.12,1637.52,717
Cork,654.07,587.62,530.25,501.92,513.55,534.87,552.68,616.97,675.19,739.64,800.6,1429
Cork City,679.68,606.87,537.32,505.19,520.48,552.08,577.63,648.25,732.83,813.14,861.76,332
Dublin,1048.43,860.22,806.65,774.62,729.51,756.44,803.2,901.27,995.46,1085.61,1199.64,1205
Dublin 4,1097.43,1059.26,969.08,875.83,797.99,831.15,1126.25,1122.19,1197.34,1387.09,1484.5,610
Dublin 6,868.59,756.74,727.28,700.4,654.35,679.57,811.76,844.35,882.51,950.79,1041.7,595
Dublin 7,774.87,683.55,668.32,602.88,582.99,625.1,652.34,761.58,865.09,790.3,873.33,2629
Dublin 8,975.92,848.68,746.12,725.6,732.33,776.97,849.05,884.45,963.54,1097.94,1231.62,731
Wicklow,880.24,820.38,717.89,645.94,616.74,610.27,635.47,683.66,781.84,841.55,829.74,1385
Carlow,697.69,658.57,591.77,573.93,567.69,526.61,521.31,554.32,589.41,620.22,661.8,513
Cork,812,758.24,687.75,654.87,645.76,653.68,672.34,717.77,795.64,855.6,907.72,47610
Cork City,854.57,803.3,727.47,689.31,681.23,691.9,722.6,774.13,861.05,929.8,992.45,25293
"Douglas, Cork",926.67,878.61,777.19,736.71,758.59,801.43,822.73,927.85,1021.59,1144.62,1190.14,581
"Midleton, Cork",775.93,662.78,593.31,574.22,543.77,548.68,575,640.29,730.34,792.72,871.64,13115
"Rochestown, Cork",976.45,878.4,794.02,790,796.35,810.83,833,919.35,1015.15,1100.29,1138.56,6302
Donegal,490.23,487.45,453.52,424.22,406.94,373.82,363.5,381.14,426.31,451.51,455.06,2484
Dublin,1179.11,1071.85,963.26,937.78,943.79,967.54,1030.55,1107.93,1188.29,1270.8,1375.92,2125
"Balbriggan, Dublin",982.35,901.83,776.5,737.48,736.96,751.53,781.84,818.68,957.44,1052.02,1120.25,2204
"Blackrock, Dublin",1404.42,1230.42,1122.31,1105.81,1116.81,1169.3,1267.97,1363.36,1391.27,1463.31,1621.72,1802
"Lucan, Dublin",1114.9,1029.38,903.81,875.11,879.66,881.14,931.71,1011.81,1107.82,1183.04,1220.4,1040
"Swords, Dublin",1147.33,1041.72,933.61,904.97,911.6,928.48,973.76,1070.5,1159.63,1241.53,1319.19,755
Dublin 1,1153.41,1052.4,966.9,904.06,871.64,911.1,976.64,1145.73,1231.09,1233.66,1308.31,436
Dublin 2,1531.45,1375,1256.32,1249.15,1278.4,1375,1415.98,1547.83,1696.31,1802.5,1863.83,1276
Dublin 3,1183.71,1071.65,935.86,880.94,907.39,969.09,1042.43,1127.03,1210.63,1300.46,1393.1,1567
"East Wall, Dublin 3",1179.9,1038.48,903.3,848.96,862.62,928.75,1007.28,1110.75,1210.27,1259.23,1333.13,806
Dublin 4,1469.5,1324.92,1188.92,1175.08,1195.18,1287.68,1402.61,1539.23,1624.85,1717,1896.24,887
"Ballsbridge, Dublin 4",1664.02,1499.73,1305.1,1274.18,1297.82,1368.92,1520.78,1790.93,1892.72,1884.55,2000.32,1679
"Donnybrook, Dublin 4",1438.09,1342.92,1203.33,1151.81,1211.32,1342.53,1464.22,1522.39,1594.8,1726.71,1905.96,1349
"Ringsend, Dublin 4",1251.54,1125.99,1043.27,1069.29,1013.39,1049.63,1222.74,1398.76,1466.77,1501.93,1723.28,13516
"Sandymount, Dublin 4",1486.6,1296.38,1162.82,1181.97,1207.69,1343.46,1474.62,1548.85,1613.15,1774.8,1981.18,1262
Dublin 5,1197.49,1121.78,1001.67,961.71,980.13,1021.41,1047.68,1142.55,1214.48,1346.01,1409.92,5387
Dublin 6,1396.69,1290.98,1189.53,1157.56,1190.92,1260.02,1324.71,1404.42,1443.12,1544.46,1670.49,1606
"Ranelagh, Dublin 6",1545.35,1409.35,1311.31,1288.6,1280.43,1399.24,1445.05,1490.26,1584.48,1758,1912.66,3781
"Rathmines, Dublin 6",1336.41,1192.59,1132.6,1142.4,1198.75,1275.06,1255.85,1308.45,1341.47,1456.23,1547.51,1727
Dublin 6W,1275.15,1174.91,1033.67,1013.54,1039.45,1051.32,1091.82,1195.12,1324.1,1402.99,1443.72,2036
Dublin 7,1156.52,1072.61,956.75,910.51,924.57,954.21,1032.2,1126.71,1217.09,1320.1,1397.82,717
"Cabra, Dublin 7",1149.36,1082.87,992.94,931.01,894.74,924.77,980.35,1062.84,1177.4,1311.43,1377.13,1319
"Stoneybatter, Dublin 7",1223.92,1098.12,985.62,949.45,946.06,981.05,1092.19,1161.6,1256.63,1360.72,1428.23,1765
Dublin 8,1261.26,1143.87,1016.06,996.82,1021.6,1040.16,1118.8,1233.79,1330.27,1446.46,1555.93,737
"Inchicore, Dublin 8",1203.94,1090.16,912.14,897.3,896.47,915.92,990.35,1114.46,1226.62,1333.52,1411.51,1028
Dublin 9,1142.52,1052.22,974.7,952.64,969.04,990.3,1053.02,1148.34,1214.66,1284.61,1381.62,1339
"Drumcondra, Dublin 9",1143.52,1084.6,991.56,966.31,992.02,1005.24,1100.55,1195.78,1255.39,1300.96,1386.6,600
Dublin 11,1154.41,1022.22,946.07,903.04,886.96,892.83,914.45,1013.56,1138.7,1214.64,1301.9,739
Dublin 12,1191.18,1077.91,956.57,929.71,933.78,942.5,1010.67,1089.04,1168.93,1244.93,1301.88,5732
"Crumlin, Dublin 12",1182.6,1083.36,933.42,912.24,920.95,925.74,973.95,1069.71,1150.87,1190.17,1281.9,2355
Dublin 13,1243.97,1144.87,1002.88,969.64,978.8,1012.35,1061.83,1181.83,1244.01,1298.31,1441.14,587
Dublin 14,1339.12,1229.13,1133.07,1073.47,1097.85,1141.22,1203.92,1302.08,1420.72,1528.12,1582.88,1768
Dublin 15,1108.81,1016.36,902.63,878.08,880.93,894.16,949.75,1038.54,1091.49,1165.2,1272.31,381
"Clonee, Dublin 15",1076.79,977.55,892.16,875.78,881.23,877.87,928.26,1017.93,1065.25,1164.38,1276.25,1545
"Clondalkin, Dublin 22",1040.42,972.69,886.97,848.97,846.68,877.77,911.67,941.35,1019.94,1096.29,1172.31,728
Dublin 24,1162.5,1065.17,924.39,894.38,902.65,908.35,952.07,1042.26,1129,1186.81,1231.77,723
Galway,803.99,746.38,658.82,652.09,660.35,660.11,697.61,724.28,780.95,842.06,879.7,3069
Galway City,895.6,841.38,752.02,735.92,730.27,740.47,792.38,797.37,868.24,931.3,978.11,749
Kerry,616.13,578.66,532.84,495.6,490.66,491.67,493.92,497.27,515.9,568.27,604.43,1698
"Tralee, Kerry",597.14,577.45,565.31,517.84,495.15,504.99,504.26,507.95,523.12,564.72,618.75,622
Limerick City,680.64,624.35,569.17,544.65,548.5,529.75,536.01,548.26,611.48,664.94,748.84,28467
"Drogheda, Louth",790.18,705.58,621.27,590.13,589.26,590.79,619.83,683.76,750.67,846.35,912.19,142490
"Dundalk, Louth",641.49,589.85,545.03,539.05,533.4,530.05,544.28,575.06,669.17,726.2,817.82,150780
Mayo,613.8,581.1,542.64,515.73,480.57,463.02,470.26,477.45,481.65,513.39,556.96,113434
"Castlebar, Mayo",631.28,604.49,524.6,486.89,476.94,458.81,455.88,461.01,461.92,491.86,547.81,111958
Meath,835.74,747.1,654.73,636.79,645.69,647.66,684.27,726.88,803.17,888.38,970.98,49699
Monaghan,582.56,540,459.35,442.66,431.61,423.25,419.04,474.05,498.65,524.24,551.91,41886
Offaly,679.44,611.71,552.58,521.48,497.38,501.49,505.84,524.21,548.34,605.33,669.75,20286
"Tullamore, Offaly",702.91,637.95,573.6,555.93,523.89,520.03,535.54,567.95,592.39,657.52,731.07,65251
Roscommon,585.22,520.02,456.75,423.21,399.79,390.22,399.09,395.83,427.07,478.74,499.3,98268
Sligo,558.43,554.67,519.94,499.56,512.61,482.22,501.84,564.24,523.23,558.78,607.28,39123
Tipperary,619.88,573.5,537.76,512.03,490.44,479.37,482.23,501.5,524.93,544.4,577.28,44688
"Clonmel, Tipperary",660.67,620.97,604.92,592.62,567.45,537.58,529.51,561.72,599.91,598.75,612.86,76000
Waterford,620.44,592.43,549.92,521.68,507.43,493.5,490.66,508.06,544.64,593.95,637.87,72269
Westmeath,591.64,532.75,485.52,472.28,463.01,472.08,482.93,520.17,538.12,569.44,635.11,60032
"Enniscorthy, Wexford",637.1,595.56,550.38,516.13,492.12,478.43,478.37,493.7,526.27,539.94,572.34,63935
"Gorey, Wexford",669.71,628.15,553.79,524.46,510.03,509.29,512.34,544.19,586.84,667.31,703,210258
"New Ross, Wexford",622.96,599.01,534.69,502.94,477.3,477.83,480.69,484.54,498.67,523.34,567.43,74652
Wicklow,1073.67,975.34,862.83,800.84,776.63,794.84,857.18,907.85,944.81,1002.36,1098.73,97559
"Bray, Wicklow",1198.3,1092.47,936.93,891.36,887.72,910.53,968.67,1051.95,1106.09,1159.74,1231.78,29546
Carlow,738.55,674.87,620.3,589.22,570.03,572.57,577.63,619.48,653.23,685.03,717.88,68013
"Tullow, Carlow",715.39,626.7,580.94,574.86,555.31,550.39,542.81,589.27,627.1,651.92,670.98,79885
Cavan,558.47,498.48,455.43,436.77,430.28,416.17,422.27,463.67,493.53,522.61,545.28,35766
Clare,710.41,644.78,578.11,545.45,522.6,505.76,509.41,531.21,582.87,612.84,652.53,44119
"Ennis, Clare",698.97,634.11,582.35,549.51,518.69,494.09,511.79,545.87,588.95,630.1,684.97,58525
"Shannon, Clare",757.85,688.64,590.32,556.57,554.23,544.57,543.42,559.65,603.37,636.68,682.21,24466
Cork,913.81,846.06,762.71,731.83,726.01,733.01,747.81,794.63,865.81,931.69,973.48,34059
"Ballincollig, Cork",978,908.75,816.29,772.5,786.7,829.6,866.68,932.03,1006.33,1101.22,1125.22,130395
"Bandon, Cork",804.59,754.45,676.54,637.58,666.65,681.6,673.45,699.29,748.06,845.78,837.67,40868
"Carrigaline, Cork",944.38,900.59,835.45,783.58,749.51,758.98,785.38,794.82,868.24,955.87,991.08,89527
"Cobh, Cork",788.33,752.39,706.91,683.14,650.72,645.72,672.13,711.9,745.62,830.25,894.1,15980
"Douglas, Cork",1061.93,967.22,892.81,889.89,861.27,852.64,901.85,995.33,1120.78,1152.16,1182.85,65460
"Fermoy, Cork",734.61,689.14,623.57,598.89,569.61,552.93,582.32,620.32,668.01,708.21,745.63,32167
"Mallow, Cork",675.22,653.1,571.8,529.66,537.1,561.13,551.06,586.93,681.1,730.53,794.08,33170
"Midleton, Cork",860.14,770.64,675.42,641.5,636.01,653.89,674.61,728.87,779.86,843.63,904.59,148536
"Wilton, Cork",930.41,864.18,811.83,804.86,787.52,783.84,810.05,849.77,923.85,982.21,1050.05,37846
Donegal,577.7,539.04,516.5,473.07,441.25,439.48,446.43,447.2,450.65,475.04,508.78,80170
Dublin,1353.39,1232.66,1105.6,1072.1,1067.5,1086.03,1152.39,1251.8,1345.65,1441,1561.01,30520
"Malahide, Dublin",1618.92,1364.21,1229.06,1230.71,1251.72,1274.15,1369.54,1478.23,1562,1714.7,1828.67,14405
Dublin 3,1483.27,1305.55,1170.69,1116.88,1105.59,1114.16,1244.43,1377.96,1459.81,1581.85,1719.18,166132
"Clontarf, Dublin 3",1643,1467.17,1315.98,1292.24,1263.24,1298.4,1466.42,1603.46,1705.32,1789.4,1950.64,76098
Dublin 4,1895.61,1753.55,1609.52,1586.3,1616.67,1694.52,1851.73,1990.63,2080.8,2193.32,2333.35,79444
"Sandymount, Dublin 4",1986.8,1874.18,1633.92,1599.93,1657.38,1713.39,1712.76,1906.39,2215.49,2179.92,2122.66,57149
Dublin 5,1345.21,1227.13,1090.5,1043.72,1044.59,1047.43,1111.86,1202.08,1297.33,1356.01,1472.63,57985
"Artane, Dublin 5",1276.92,1210.02,1095,1034.8,1033.94,1030.19,1100.22,1169.43,1217.74,1346.07,1487.44,24426
"Raheny, Dublin 5",1366.55,1231.83,1116.13,1063.31,1085.09,1117.29,1158.23,1236.07,1339.55,1395.76,1505.84,21485
Dublin 6,1767.08,1625.11,1444.95,1423.85,1440.11,1487.82,1617.18,1749.51,1829.99,1860.41,1964.32,9947
"Ranelagh, Dublin 6",1872.08,1753.1,1620.39,1604.37,1600.35,1627.27,1719.74,1873.49,1953.7,2028.49,2150.25,33737
Dublin 6W,1437.42,1290.15,1188.3,1181,1202.03,1269.19,1357.95,1459.51,1477.69,1607.35,1723.57,49372
"Harolds Cross, Dublin 6W",1405.52,1273.1,1191.68,1190.7,1207.91,1291.6,1463.02,1535.24,1491.88,1708.11,1802.58,19419
Dublin 7,1374.29,1212.3,1083.81,1053.86,1066.01,1081.96,1146.13,1238.79,1322.09,1430.88,1508.42,22668
"Cabra, Dublin 7",1256.94,1160.13,1061.7,991.47,985,1010.8,1085.26,1171.87,1236.41,1323.44,1463.48,37526
Dublin 8,1486.72,1336.29,1194.67,1170.96,1174.86,1234.33,1324.18,1417.02,1538.44,1646.58,1721.6,36203
"Drumcondra, Dublin 9",1477.53,1324.14,1165.02,1143.48,1187.76,1262.11,1294.51,1371.94,1407.33,1561.34,1751.05,29012
Dublin 11,1221.61,1104.61,1010.41,961.67,952.67,956.75,1018.04,1102.9,1165.12,1211.23,1312.1,140014
"Finglas, Dublin 11",1206.78,1087.84,992,941.04,937.85,945.8,996.61,1078.96,1136.04,1183.44,1299.67,36107
Dublin 12,1302.58,1175.79,1034.5,1011.23,1000.72,1028.09,1092.21,1177.67,1267.24,1331.49,1403.21,103907
"Crumlin, Dublin 12",1283.03,1138,993.31,1007.07,1008.3,975.92,1055.94,1182.66,1294.89,1317.26,1409.83,35296
"Drimnagh, Dublin 12",1314.06,1196.93,1005.38,970.18,967.73,999.55,1074.43,1144.13,1227.14,1286.29,1349.12,49935
"Kimmage, Dublin 12",1344.08,1225.63,1099,1093.53,1084.08,1101.47,1179.71,1357.31,1392,1390.43,1480.35,16310
Dublin 13,1340.16,1216.3,1059.19,1056.43,1071.93,1085.87,1112.72,1230.24,1378.63,1494.6,1594.56,33625
Dublin 14,1578.58,1452.05,1296.93,1269.85,1274.67,1340.81,1463.39,1549.68,1644.73,1778.46,1914.5,38717
Dublin 15,1236.58,1143.8,1032.37,989.32,981.84,993.17,1057.5,1149.75,1230.96,1330.61,1434.26,17257
"Blanchardstown, Dublin 15",1209.91,1134.17,998.98,944.85,910,899.22,939.33,1015.88,1113.73,1213.02,1321.21,21460
"Castleknock, Dublin 15",1246.13,1147.88,1033.61,1035.83,1046.42,1081.68,1152.24,1254.14,1324.92,1476.29,1619.33,29220
"Clonsilla, Dublin 15",1177.79,1107.37,1007.24,961.59,950.57,947.28,1017.21,1098.96,1207.55,1314.57,1417.08,12848
Dublin 16,1464.63,1338.98,1160.94,1147.19,1153.92,1153.24,1279.58,1430.79,1438.75,1536.58,1785.64,16372
Dublin 18,1562.31,1487.38,1348.6,1303.58,1314.57,1362.19,1431.74,1521.83,1645.41,1763.47,1848.75,136574
"Clondalkin, Dublin 22",1164.08,1083.26,973.2,928.08,921.52,940.02,987.82,1051.79,1118.66,1180.44,1259.85,67272
Dublin 24,1227.7,1120.96,1014.36,966.14,959.78,964.09,1009.92,1095.62,1176.16,1226,1312.2,24524
"Tallaght, Dublin 24",1211.63,1099.38,994.17,950.03,941.61,938.45,982.11,1063.83,1137.22,1194.11,1283.22,42748
Galway,883.17,811.49,744.47,728.49,727.99,731.91,767.36,814.15,860.63,925.79,985.09,7376
Galway City,948.12,872.11,808.02,802.48,799.55,802.47,847.09,899.33,938.37,1010.25,1080.88,30616
Kerry,712.97,659.78,596.74,565.87,540.5,534.74,539.41,555.5,593.15,623.08,652.93,14779
"Killarney, Kerry",809.4,744.8,660.68,626.13,595.33,609.73,633.34,655.36,718.2,753.31,769.1,16531
"Tralee, Kerry",705.44,663.72,621.75,601.92,574.22,553.96,548.69,571.28,590.52,617.64,658.55,71870
Kildare,1056.19,957.37,844.05,814.97,792.71,802.27,862.26,937.08,987.05,1062.96,1135.9,18461
"Maynooth, Kildare",1204.78,1179.44,1001.97,990.33,982.04,975.91,1083.46,1265.79,1289.67,1403.91,1444.25,38757
"Naas, Kildare",1151.39,1018.41,862.08,791.93,770.44,800.04,846.43,947.17,1047.8,1081.95,1137,14652
Laois,692.04,613.3,542.15,524.62,515.4,509.82,532.28,578.43,625.54,673.58,742.89,10558
Limerick,776.01,727.73,661,642.76,621.27,615.46,628.66,652.69,703.95,757.37,833.7,83534
Limerick City,809.08,754.72,677.25,651.75,625.91,614.9,629.11,657.92,717.83,777.34,860.54,51580
"Castletroy, Limerick",763.59,742.33,700.22,681.16,661.87,656.96,659.26,702.24,767.93,805.01,899.93,56872
Louth,779.47,738.57,670.13,630.17,607.2,609.68,629.61,678.89,757.2,843.33,926.59,43021
"Drogheda, Louth",853.24,787.13,709.92,671.8,649.29,654.42,677.58,735.32,825.02,926.76,996.26,19614
"Dundalk, Louth",703.86,689.36,638.84,597.06,575.17,579.87,597.99,639.29,709.45,787.13,864.98,15866
Mayo,642.71,618.45,579.24,552.36,530.84,514.99,502.23,513.23,548.14,573.77,613.17,7657
"Ballina, Mayo",588.22,587.86,570.07,572.37,545.29,536.94,507.4,515.91,544.35,551.11,577.94,23694
"Castlebar, Mayo",656.74,641.56,582.42,543.35,529.65,503.18,491.02,503.08,535.87,560.54,619.12,38873
"Westport, Mayo",749.56,716.35,658.35,627.56,610.35,620.88,631.5,656.41,682.73,720.49,752.26,15011
Meath,926.95,824.53,751.07,715.6,715.21,712.24,744.91,822.29,899.72,1018.48,1101.82,16727
"Navan, Meath",842.29,770.09,696.16,657.6,634.3,635.3,660.65,737.51,816.86,915.41,1039.25,28649
Monaghan,640.6,566.53,543.18,518.83,483.3,487.1,495.54,490.25,523.24,556.44,592.37,27679
"Tullamore, Offaly",753.45,661.46,600.61,578.03,563.43,562.04,580.73,612.73,647.54,688.01,721.99,23602
Roscommon,667.71,589.71,521.57,511.5,504.89,483.6,467.94,477.58,509.76,542.79,626.34,103060
Sligo,680.77,620.25,585.99,572.53,560.86,564.79,575.76,573.22,580.15,654.57,691.5,19464
Tipperary,682.43,637.9,593.46,568.13,540.94,531.28,533.79,543.11,569.11,596.78,626.1,83596
"Clonmel, Tipperary",734.89,697.91,674.78,660.57,621.52,584.19,585.96,595.42,626.68,657.82,679.91,29775
"Nenagh, Tipperary",632.71,610.33,565.2,527.05,490.12,475.49,495.83,515.34,547.67,577.57,629.31,36163
"Thurles, Tipperary",658.6,616.54,577.53,557.67,540.02,551.57,546.85,547.79,575.48,597.8,607.09,9182
Waterford,716.21,662.25,618.23,592.38,577.24,567.26,560.1,580.16,607.4,656.3,710.38,26981
Waterford City,721.03,684.31,641.78,624.78,605.15,583.91,578.18,601.46,624.34,687.9,731.84,30659
"Dungarvan, Waterford",718.7,662.51,606.51,579.01,554.54,532.31,538.79,566.1,587.23,626.7,680.93,13973
Westmeath,682.59,642.98,573.31,545.53,533.49,528.63,536.2,565.48,611.91,646.97,707.59,16686
"Athlone, Westmeath",693.18,662,611.99,587.68,577.28,581.53,581.94,603.92,647.41,684.68,736.08,21866
"Mullingar, Westmeath",669.95,643.06,561.91,530.28,511.77,516.69,528.4,559.12,608.51,651.55,715.68,8237
Wexford,706.45,664.08,611.87,584.11,569.23,559.08,559.57,574.29,606.32,652.31,698.18,13629
"Enniscorthy, Wexford",683.83,645.46,591.55,554.31,555.24,543.62,539.21,555.06,592.97,616.03,643.58,107016
